省广佛,#genre#
辽宁卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.103:5146
辽宁卫视 (1920x1080),http://115.45.101.165:8888/rtp/239.77.0.123:5146
辽宁卫视超清(1920x1080) (CAVS),http://115.45.101.165:8888/rtp/239.77.0.161:5146
黑龙江卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.6:5146
黑龙江卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.179:5146
黑龙江卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.93:5146
黑龙江卫视超清(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.124:5146
贵州卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.221:5146
贵州卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.230:5146
四川卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.215:5146
四川卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.159:5146
四川卫视超清(1920x1080) (CAVS),http://115.45.101.165:8888/rtp/239.77.0.163:5146
河南卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.229:5146
河南卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.17:5146
云南卫视(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.37:5146
云南卫视(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.100:5146
重庆卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.162:5146
重庆卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.182:5146
河北卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.214:5146
河北卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.148:5146
东南卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.104:5146
福建东南卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.146:5146
广西卫视(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.36:5146
广西卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.139:5146
吉林卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.111:5146
吉林卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.150:5146
陕西卫视(768x576),http://115.45.101.165:8888/rtp/239.77.0.68:5146
陕西卫视(785x576),http://115.45.101.165:8888/rtp/239.77.1.54:5146
山西卫视(768x576),http://115.45.101.165:8888/rtp/239.77.0.69:5146
山西卫视(785x576),http://115.45.101.165:8888/rtp/239.77.1.74:5146
内蒙古卫视(768x576),http://115.45.101.165:8888/rtp/239.77.0.70:5146
内蒙古卫视(785x576),http://115.45.101.165:8888/rtp/239.77.1.55:5146
青海卫视(768x576),http://115.45.101.165:8888/rtp/239.77.0.71:5146
青海卫视(785x576),http://115.45.101.165:8888/rtp/239.77.1.70:5146
青海卫视(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.125:5146
海南卫视(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.35:5146
海南卫视(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.101:5146
宁夏卫视(768x576),http://115.45.101.165:8888/rtp/239.77.0.73:5146
宁夏卫视(785x576),http://115.45.101.165:8888/rtp/239.77.1.47:5146
西藏卫视(768x576),http://115.45.101.165:8888/rtp/239.77.0.74:5146
西藏卫视(785x576),http://115.45.101.165:8888/rtp/239.77.1.49:5146
新疆卫视(768x576),http://115.45.101.165:8888/rtp/239.77.0.75:5146
新疆卫视(785x576),http://115.45.101.165:8888/rtp/239.77.1.53:5146
甘肃卫视(785x576),http://115.45.101.165:8888/rtp/239.77.1.57:5146
甘肃卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.189:5146
兵团卫视(785x576),http://115.45.101.165:8888/rtp/239.77.0.77:5146
兵团卫视(785x576),http://115.45.101.165:8888/rtp/239.77.1.80:5146
厦门卫视(785x576),http://115.45.101.165:8888/rtp/239.77.0.96:5146
三沙卫视(785x576),http://115.45.101.165:8888/rtp/239.77.1.117:5146
三沙卫视(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.113:5146
吉林延边卫视(1024x576),http://115.45.101.165:8888/rtp/239.77.0.10:5146
延边卫视(785x576),http://115.45.101.165:8888/rtp/239.77.1.99:5146
兵器科技(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.18:5146
兵器科技(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.9:5146
电视指南(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.19:5146
电视指南(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.10:5146
风云足球(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.20:5146
风云足球(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.14:5146
央视台球(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.21:5146
央视台球(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.11:5146
高尔夫网球(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.22:5146
高尔夫网球(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.12:5146
女性时尚(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.23:5146
女性时尚(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.8:5146
世界地理(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.24:5146
世界地理(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.7:5146
怀旧剧场(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.25:5146
怀旧剧场(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.5:5146
风云剧场(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.26:5146
风云剧场(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.16:5146
央视文化精品(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.27:5146
央视文化精品(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.13:5146
第一剧场(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.28:5146
第一剧场(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.15:5146
风云音乐(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.29:5146
风云音乐(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.6:5146
老故事(1024x576),http://115.45.101.165:8888/rtp/239.77.0.220:5146
老故事(768x576),http://115.45.101.165:8888/rtp/239.77.1.197:5146
中学生(785x576),http://115.45.101.165:8888/rtp/239.77.1.195:5146
发现之旅(785x576),http://115.45.101.165:8888/rtp/239.77.1.112:5146
CHC高清电影(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.27:5146
卡酷少儿(768x576),http://115.45.101.165:8888/rtp/239.77.0.79:5146
卡酷少儿(785x576),http://115.45.101.165:8888/rtp/239.77.1.50:5146
金鹰卡通(768x576),http://115.45.101.165:8888/rtp/239.77.0.80:5146
金鹰卡通(785x576),http://115.45.101.165:8888/rtp/239.77.1.52:5146
金鹰卡通(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.164:5146
哈哈炫动(1024x576),http://115.45.101.165:8888/rtp/239.77.0.81:5146
哈哈炫动(785x576),http://115.45.101.165:8888/rtp/239.77.1.139:5146
优漫卡通(1024x576),http://115.45.101.165:8888/rtp/239.77.0.222:5146
优漫卡通(785x576),http://115.45.101.165:8888/rtp/239.77.1.79:5146
CETV-1(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.222:5146
中国教育-1(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.200:5146
CETV-2(785x576),http://115.45.101.165:8888/rtp/239.77.0.28:5146
CETV-2(1024x576),http://115.45.101.165:8888/rtp/239.77.1.69:5146
CETV-4(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.200:5146
CETV-4(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.40:5146
CETV-4(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.114:5146
早期教育(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.180:5146
山东教育(1024x576),http://115.45.101.165:8888/rtp/239.77.0.83:5146
山东教育卫视(785x576),http://115.45.101.165:8888/rtp/239.77.1.35:5146
财富天下(785x576),http://115.45.101.165:8888/rtp/239.77.0.113:5146
财富天下(785x576),http://115.45.101.165:8888/rtp/239.77.1.81:5146
中国交通(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.249:5146
中国天气(785x576),http://115.45.101.165:8888/rtp/239.77.1.143:5146
茶频道(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.15:5146
茶频道(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.207:5146
快乐垂钓(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.145:5146
快乐垂钓(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.119:5146
金鹰纪实(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.217:5146
金鹰纪实(1920x1080)测试,http://115.45.101.165:8888/rtp/239.77.0.160:5146
金鹰纪实超清(1920x1080)测试 (CAVS),http://115.45.101.165:8888/rtp/239.77.0.162:5146
上海纪实(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.216:5146
上海纪实(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.147:5146
环球奇观(785x576),http://115.45.101.165:8888/rtp/239.77.1.198:5146
书画频道(785x576),http://115.45.101.165:8888/rtp/239.77.1.115:5146
优优宝贝(785x576),http://115.45.101.165:8888/rtp/239.77.1.193:5146
优优宝贝(785x576),http://115.45.101.165:8888/rtp/239.253.43.39:5146
中华特产(785x576),http://115.45.101.165:8888/rtp/239.77.1.204:5146
四海钓鱼(785x576),http://115.45.101.165:8888/rtp/239.77.1.137:5146
环球旅游(785x576),http://115.45.101.165:8888/rtp/239.77.1.202:5146
生态环境(785x576),http://115.45.101.165:8888/rtp/239.77.1.201:5146
生态环境(785x576),http://115.45.101.165:8888/rtp/239.253.43.42:5146
车迷频道(785x576),http://115.45.101.165:8888/rtp/239.77.1.203:5146
车迷频道(785x576),http://115.45.101.165:8888/rtp/239.253.43.41:5146
新动漫(785x576),http://115.45.101.165:8888/rtp/239.77.1.136:5146
求索纪录(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.21:5146
求索生活(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.153:5146
梨园频道(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.100:5146
武术世界(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.108:5146
文物宝库(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.120:5146
国学频道(1024x576),http://115.45.101.165:8888/rtp/239.77.0.226:5146
国学频道(768x576),http://115.45.101.165:8888/rtp/239.77.1.105:5146
先锋乒羽(785x576),http://115.45.101.165:8888/rtp/239.77.1.208:5146
汽摩(1024x576),http://115.45.101.165:8888/rtp/239.77.0.209:5146
汽摩(1047x576),http://115.45.101.165:8888/rtp/239.77.1.205:5146
天元围棋(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.98:5146
证券服务(785x576),http://115.45.101.165:8888/rtp/239.77.1.135:5146
证券服务(785x576),http://115.45.101.165:8888/rtp/239.253.43.58:5146
IPTV1(785x576),http://115.45.101.165:8888/rtp/239.77.1.75:5146
IPTV2(785x576),http://115.45.101.165:8888/rtp/239.77.1.63:5146
爱综艺(720x576),http://115.45.101.165:8888/rtp/239.77.0.107:5146
爱综艺(720x576),http://115.45.101.165:8888/rtp/239.77.1.78:5146
IPTV3(785x576),http://115.45.101.165:8888/rtp/239.77.1.64:5146
IPTV4(785x576),http://115.45.101.165:8888/rtp/239.77.1.56:5146
爱体育(720x576),http://115.45.101.165:8888/rtp/239.77.0.108:5146
爱体育(720x576),http://115.45.101.165:8888/rtp/239.77.1.77:5146
爱体育(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.176:5146
爱体育(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.116:5146
爱电影(720x576),http://115.45.101.165:8888/rtp/239.77.0.103:5146
爱电影(720x576),http://115.45.101.165:8888/rtp/239.77.1.138:5146
爱大剧(720x576),http://115.45.101.165:8888/rtp/239.77.0.105:5146
爱大剧(720x576),http://115.45.101.165:8888/rtp/239.77.1.82:5146
IPTV谍战剧场(768x576),http://115.45.101.165:8888/rtp/239.77.0.99:5146
IPTV谍战剧场(768x576),http://115.45.101.165:8888/rtp/239.77.1.83:5146
IPTV相声小品(768x576),http://115.45.101.165:8888/rtp/239.77.0.100:5146
IPTV相声小品(768x576),http://115.45.101.165:8888/rtp/239.77.1.84:5146
IPTV野外(768x576),http://115.45.101.165:8888/rtp/239.77.0.101:5146
IPTV野外(768x576),http://115.45.101.165:8888/rtp/239.77.1.85:5146
IPTV法治(768x576),http://115.45.101.165:8888/rtp/239.77.0.102:5146
IPTV法治(768x576),http://115.45.101.165:8888/rtp/239.77.1.86:5146
魅力时尚(720x576),http://115.45.101.165:8888/rtp/239.77.0.110:5146
IPTV魅力时尚(720x576),http://115.45.101.165:8888/rtp/239.77.1.88:5146
经典电影(720x576),http://115.45.101.165:8888/rtp/239.77.0.104:5146
IPTV经典电影(720x576),http://115.45.101.165:8888/rtp/239.77.1.89:5146
热播剧场(720x576),http://115.45.101.165:8888/rtp/239.77.0.106:5146
IPTV热播剧场(720x576),http://115.45.101.165:8888/rtp/239.77.1.90:5146
少儿动画(720x576),http://115.45.101.165:8888/rtp/239.77.0.109:5146
IPTV少儿动画(720x576),http://115.45.101.165:8888/rtp/239.77.1.91:5146
IPTV收视指南(720x576),http://115.45.101.165:8888/rtp/239.77.0.111:5146
EBU(768x576),http://115.45.101.165:8888/rtp/239.253.43.165:5146
PPTV-1(768x576),http://115.45.101.165:8888/rtp/239.77.1.183:5146
PPTV-2(768x576),http://115.45.101.165:8888/rtp/239.77.1.184:5146
Unknown(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.119:5146
九屏同播(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.234:5146
四屏同播(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.107:5146
广东IPTV广告(768x576),http://115.45.101.165:8888/rtp/239.77.0.232:5146
广东IPTV广告(768x576),http://115.45.101.165:8888/rtp/239.77.0.233:5146
广东IPTV广告(768x576),http://115.45.101.165:8888/rtp/239.77.0.240:5146
百事通(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.119:5146
百事通(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.118:5146
百事通(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.117:5146
百事通(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.116:5146
百事通(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.115:5146
广东IPTV影视推荐(768x576),http://115.45.101.165:8888/rtp/239.77.0.185:5146
广东IPTV影视推荐(768x576),http://115.45.101.165:8888/rtp/239.77.0.186:5146
广东民生(1920x1080),http://6f155.x3322.net:8001/rtp/239.77.0.225:5146
岭南戏曲(1024x576),http://6f155.x3322.net:8001/rtp/239.77.0.16:5146
汕头经济生活(1920x1080),http://6f155.x3322.net:8001/rtp/239.253.43.46:5146
